ano;uf;municipio;acidentes;mortos;feridos;pessoas;veiculos
2011;RS;CORONEL BARROS;44;0;18;91;79
2011;RS;CORONEL BICACO;13;0;17;33;24
2011;RS;CRISTAL;53;0;19;94;81
2011;RS;CRUZ ALTA;108;4;54;262;165
2011;RS;DILERMANDO DE AGUIAR;9;0;5;17;11
2011;RS;DOIS IRMAOS;98;2;61;201;176
2011;RS;DOM PEDRITO;44;1;24;84;62
2011;RS;DOM PEDRO DE ALCANTARA;32;0;11;55;42
2011;RS;ELDORADO DO SUL;217;9;101;500;362
2011;RS;ENCRUZILHADA DO SUL;1;0;0;2;2
2011;RS;ENTRE IJUIS;54;2;29;97;80
2011;RS;EREBANGO;2;0;1;4;4
2011;RS;ERECHIM;251;4;122;500;444
2011;RS;ESTANCIA VELHA;119;2;49;262;236
2011;RS;ESTEIO;317;6;102;677;615
2011;RS;ESTRELA;115;3;73;255;208
2011;RS;FAZENDA VILANOVA;66;4;50;147;115
2011;RS;FONTOURA XAVIER;67;3;40;163;113
2011;RS;FORQUETINHA;3;0;2;6;4
2011;RS;FREDERICO WESTPHALEN;143;7;99;305;252
2011;RS;GENTIL;4;1;6;11;7
2011;RS;GLORINHA;108;0;42;169;137
2011;RS;GRAVATAI;186;3;56;333;297
2011;RS;GUAIBA;149;5;68;418;279
2011;RS;GUARANI DAS MISSOES;7;3;7;16;12
2011;RS;HULHA NEGRA;15;0;7;28;20
2011;RS;IBIRUBA;1;0;0;2;2
2011;RS;IJUI;102;7;48;235;190
2011;RS;IRAI;13;0;16;32;21
2011;RS;ITAARA;33;2;11;55;53
2011;RS;ITAQUI;36;0;21;74;52
2011;RS;IVOTI;27;2;2;53;53
2011;RS;JAGUARAO;15;1;19;42;23
2011;RS;JAGUARI;44;5;28;101;57
2011;RS;JULIO DE CASTILHOS;62;1;58;148;90
2011;RS;LAGOA VERMELHA;78;1;53;151;125
2011;RS;LAJEADO;175;4;134;422;342
2011;RS;LAJEADO DO BUGRE;6;0;2;9;9
2011;RS;MACAMBARA;1;0;1;1;1
2011;RS;MAQUINE;43;4;26;75;59
2011;RS;MARCELINO RAMOS;16;0;3;27;25
2011;RS;MARIANA PIMENTEL;1;0;0;1;1
2011;RS;MARQUES DE SOUZA;89;2;46;170;135
2011;RS;MATA;2;0;1;2;2
2011;RS;MATO CASTELHANO;15;1;7;31;29
2011;RS;MINAS DO LEAO;17;1;10;75;32
2011;RS;MONTE ALEGRE DOS CAMPOS;6;0;8;14;7
2011;RS;MONTENEGRO;76;2;33;122;107
2011;RS;MORMACO;10;0;5;25;18
2011;RS;MORRO REDONDO;23;1;6;36;30
2011;RS;MORRO REUTER;29;2;12;67;57
2011;RS;MUITOS CAPOES;54;2;40;101;70
2011;RS;MULITERNO;2;0;0;4;4
2011;RS;NOVA PETROPOLIS;70;0;20;125;112
2011;RS;NOVA SANTA RITA;114;3;52;237;204
2011;RS;NOVO HAMBURGO;277;4;98;604;548
2011;RS;OSORIO;150;2;78;265;215
2011;RS;PALMEIRA DAS MISSOES;32;2;15;60;43
2011;RS;PANAMBI;99;9;70;232;147
2011;RS;PANTANO GRANDE;62;3;32;132;107
2011;RS;PASSO FUNDO;180;8;97;373;307
2011;RS;PAVERAMA;9;0;9;22;16
2011;RS;PEDRO OSORIO;19;0;20;40;23
2011;RS;PEJUCARA;13;1;2;26;19
2011;RS;PELOTAS;359;9;190;757;639
2011;RS;PICADA CAFE;55;1;27;87;79
2011;RS;PINHEIRO MACHADO;26;0;7;37;29
2011;RS;PIRATINI;34;0;12;62;51
2011;RS;PORTO ALEGRE;836;15;225;1736;1573
2011;RS;PORTO XAVIER;5;1;3;5;5
2011;RS;POUSO NOVO;77;6;69;178;111
2011;RS;QUARAI;10;2;18;30;14
2011;RS;RIO GRANDE;316;7;149;651;547
2011;RS;RIO PARDO;85;5;56;186;139
2011;RS;ROQUE GONZALES;10;3;21;32;16
2011;RS;ROSARIO DO SUL;83;10;75;305;122
2011;RS;SAGRADA FAMILIA;6;1;0;14;9
2011;RS;SALDANHA MARINHO;23;0;18;42;27
2011;RS;SALVADOR DAS MISSOES;5;1;3;11;7
2011;RS;SANTA BARBARA DO SUL;14;1;6;25;21
2011;RS;SANTA CRUZ DO SUL;141;2;128;355;264
2011;RS;SANTA MARGARIDA DO SUL;16;2;19;44;22
2011;RS;SANTA MARIA;801;17;387;1738;1561
2011;RS;SANTA ROSA;27;1;26;60;49
2011;RS;SANTA VITORIA DO PALMAR;45;2;30;98;64
2011;RS;SANTANA DA BOA VISTA;64;8;27;106;82
2011;RS;SANTANA DO LIVRAMENTO;144;6;111;359;211
2011;RS;SANTIAGO;87;6;37;201;130
2011;RS;SANTO ANGELO;4;0;3;6;6
2011;RS;SANTO ANTONIO DA PATRULHA;239;3;104;424;339
2011;RS;SANTO ANTONIO DAS MISSOES;25;0;14;63;38
2011;RS;SANTO ANTONIO DO PLANALTO;20;4;16;59;38
2011;RS;SANTO AUGUSTO;1;0;1;2;2
2011;RS;SANTO CRISTO;11;1;12;26;21
2011;RS;SAO BORJA;84;12;56;207;123
2011;RS;SAO GABRIEL;40;3;15;96;53
2011;RS;SAO JOSE DAS MISSOES;20;0;8;34;25
2011;RS;SAO JOSE DO HERVAL;35;1;36;76;53
2011;RS;SAO JOSE DO NORTE;2;3;6;10;2
2011;RS;SAO LEOPOLDO;1040;4;247;2244;2136
2011;RS;SAO LOURENCO DO SUL;62;1;33;119;93
2011;RS;SAO LUIZ GONZAGA;58;12;36;136;97
2011;RS;SAO MARCOS;61;1;38;104;90
2011;RS;SAO MARTINHO;3;0;0;8;6
2011;RS;SAO MIGUEL DAS MISSOES;4;0;1;6;6
2011;RS;SAO PEDRO DO BUTIA;5;1;2;7;6
2011;RS;SAO PEDRO DO SUL;29;1;12;44;35
2011;RS;SAO SEPE;60;4;38;106;81
2011;RS;SAO VICENTE DO SUL;30;9;27;71;44
2011;RS;SAPUCAIA DO SUL;257;5;72;554;513
2011;RS;SARANDI;98;5;48;236;168
2011;RS;SEBERI;56;3;27;106;88
2011;RS;SENTINELA DO SUL;10;1;6;21;16
2011;RS;SERTAO SANTANA;1;0;0;1;1
2011;RS;SETE DE SETEMBRO;6;0;6;10;8
2011;RS;SEVERIANO DE ALMEIDA;38;3;19;69;61
2011;RS;SOLEDADE;120;3;64;260;192
2011;RS;TABAI;38;0;27;90;71
2011;RS;TAPES;56;5;23;105;87
2011;RS;TAQUARI;9;5;7;19;14
2011;RS;TAVARES;1;0;0;1;1
2011;RS;TERRA DE AREIA;72;3;43;143;107
2011;RS;TIO HUGO;38;1;29;96;65
2011;RS;TIRADENTES DO SUL;6;0;10;12;8
2011;RS;TORRES;84;4;42;169;126
2011;RS;TRES ARROIOS;20;1;5;36;28
2011;RS;TRES CACHOEIRAS;150;5;69;307;220
2011;RS;TRES DE MAIO;27;3;17;54;43
2011;RS;TRES FORQUILHAS;17;0;11;40;24
2011;RS;TRES PASSOS;13;1;51;66;24
2011;RS;TRIUNFO;137;2;59;271;206
2011;RS;TUPANCIRETA;12;0;2;19;16
2011;RS;TURUCU;18;1;10;35;32
2011;RS;UNISTALDA;11;0;7;24;14
2011;RS;URUGUAIANA;208;3;157;495;308
2011;RS;VACARIA;422;16;193;842;718
2011;RS;VICTOR GRAEFF;9;0;3;16;15
2011;RS;VILA NOVA DO SUL;18;0;8;47;31
2011;RS;VITORIA DAS MISSOES;18;6;14;39;29
2011;SC;AGRONOMICA;66;8;33;148;128
2011;SC;AGUA DOCE;65;2;37;108;94
2011;SC;AGUAS MORNAS;116;2;79;225;193
2011;SC;ALFREDO WAGNER;124;7;99;216;168
2011;SC;ANCHIETA;1;0;0;3;3
2011;SC;APIUNA;160;6;118;379;326
2011;SC;ARAQUARI;535;14;293;1143;985
2011;SC;ARARANGUA;378;14;245;807;695
2011;SC;ASCURRA;86;2;60;177;153
2011;SC;BALNEARIO CAMBORIU;631;15;355;1244;1098
2011;SC;BARRA VELHA;211;15;103;433;387
2011;SC;BIGUACU;571;10;303;1084;973
2011;SC;BLUMENAU;876;10;387;1936;1796
2011;SC;BOCAINA DO SUL;98;1;73;179;136
2011;SC;BOM RETIRO;78;5;67;150;109
2011;SC;BRUNOPOLIS;32;3;41;85;50
2011;SC;CAIBI;16;3;28;45;25
2011;SC;CAMBORIU;1;0;0;2;2
2011;SC;CAMPOS NOVOS;144;13;114;308;248
2011;SC;CANOINHAS;13;0;9;28;24
2011;SC;CAPAO ALTO;94;3;63;181;140
2011;SC;CAPIVARI DE BAIXO;108;2;66;223;207
2011;SC;CATANDUVAS;49;1;36;95;69
2011;SC;CHAPECO;112;4;64;231;206
2011;SC;CONCORDIA;94;5;79;190;153
2011;SC;CORDILHEIRA ALTA;43;1;30;97;84
2011;SC;CORREIA PINTO;86;3;59;175;141
2011;SC;CORUPA;71;0;60;138;108
2011;SC;CRICIUMA;36;1;22;61;51
2011;SC;CUNHA PORA;37;6;37;80;63
2011;SC;CURITIBANOS;79;9;85;182;119
2011;SC;DESCANSO;22;26;34;91;41
2011;SC;DIONISIO CERQUEIRA;10;1;6;15;12
2011;SC;ERVAL VELHO;59;4;42;136;101
2011;SC;FAXINAL DOS GUEDES;62;5;55;137;108
2011;SC;FLORIANOPOLIS;511;3;202;1131;1078
2011;SC;GAROPABA;27;3;38;76;54
2011;SC;GARUVA;230;3;97;435;376
2011;SC;GASPAR;201;17;155;471;404
2011;SC;GOVERNADOR CELSO RAMOS;8;0;0;14;14
2011;SC;GUARACIABA;43;2;22;81;77
2011;SC;GUARAMIRIM;402;4;266;843;758
2011;SC;GUARUJA DO SUL;18;3;17;44;34
2011;SC;HERVAL DOESTE;18;3;9;33;30
2011;SC;IBIRAMA;168;7;142;411;332
2011;SC;ICARA;124;5;86;210;176
2011;SC;ILHOTA;61;6;37;142;123
2011;SC;IMBITUBA;205;13;127;373;327
2011;SC;INDAIAL;502;14;363;1190;1043
2011;SC;IRACEMINHA;40;5;36;92;68
2011;SC;IRANI;112;4;69;238;197
2011;SC;ITAIOPOLIS;50;2;24;97;88
2011;SC;ITAJAI;875;12;334;1976;1851
2011;SC;ITAPEMA;266;6;126;574;517
2011;SC;ITUPORANGA;2;0;0;2;2
2011;SC;JAGUARUNA;91;5;45;158;140
2011;SC;JARAGUA DO SUL;142;4;92;329;298
2011;SC;JOACABA;110;1;55;212;195
2011;SC;JOINVILLE;762;12;357;1468;1290
2011;SC;LAGES;419;11;236;891;767
2011;SC;LAGUNA;319;10;219;709;595
2011;SC;LONTRAS;80;4;50;176;152
2011;SC;MAFRA;285;10;211;610;497
2011;SC;MARACAJA;60;1;30;111;91
2011;SC;MARAVILHA;62;4;55;133;109
2011;SC;MONTE CASTELO;104;9;51;183;159
2011;SC;NAVEGANTES;261;18;157;534;485
2011;SC;NOVA ERECHIM;49;1;46;112;90
2011;SC;NOVA ITABERABA;44;2;39;94;69
2011;SC;PALHOCA;1291;23;714;2721;2455
2011;SC;PALMITOS;24;1;8;46;40
2011;SC;PAPANDUVA;41;4;38;89;65
2011;SC;PARAISO;5;0;11;14;8
2011;SC;PASSO DE TORRES;17;1;12;26;19
2011;SC;PAULO LOPES;148;7;101;285;233
2011;SC;PENHA;91;1;48;179;164
2011;SC;PICARRAS;101;5;68;207;172
2011;SC;PINHALZINHO;97;7;83;222;170
2011;SC;POMERODE;1;0;0;2;2
2011;SC;PONTE ALTA;112;11;79;214;159
2011;SC;PONTE ALTA DO NORTE;26;3;25;56;39
2011;SC;PONTE SERRADA;124;14;90;267;207
2011;SC;PORTO BELO;183;2;64;335;314
2011;SC;POUSO REDONDO;307;18;187;644;548
2011;SC;RANCHO QUEIMADO;92;7;64;188;150
2011;SC;RIO DO SUL;411;18;199;880;807
2011;SC;RIO NEGRINHO;176;2;122;369;322
2011;SC;RIO RUFINO;2;0;1;4;2
2011;SC;RODEIO;85;2;69;174;149
2011;SC;SANGAO;120;5;91;203;171
2011;SC;SANTA CECILIA;112;9;64;219;179
2011;SC;SANTA ROSA DO SUL;37;0;35;71;60
2011;SC;SANTO AMARO DA IMPERATRIZ;69;3;55;147;130
2011;SC;SAO BENTO DO SUL;59;0;34;99;87
2011;SC;SAO CRISTOVAO DO SUL;127;7;83;254;204
2011;SC;SAO FRANCISCO DO SUL;147;1;112;312;279
2011;SC;SAO JOAO BATISTA;1;0;0;2;2
2011;SC;SAO JOAO DO SUL;15;0;11;23;20
2011;SC;SAO JOSE;2023;17;818;4439;4186
2011;SC;SAO JOSE DO CEDRO;30;3;48;92;51
2011;SC;SAO JOSE DO CERRITO;46;2;37;77;62
2011;SC;SAO MIGUEL DOESTE;37;2;28;82;69
2011;SC;SAO PEDRO DE ALCANTARA;1;0;1;2;2
2011;SC;SAUDADES;20;1;18;37;27
2011;SC;SOMBRIO;151;3;76;320;295
2011;SC;TIJUCAS;180;5;90;332;293
2011;SC;TIMBO;1;0;0;1;1
2011;SC;TRES BARRAS;30;2;27;63;52
2011;SC;TROMBUDO CENTRAL;77;10;68;177;132
2011;SC;TUBARAO;395;12;223;785;702
2011;SC;VARGEAO;17;1;18;36;26
2011;SC;VARGEM;30;1;25;54;39
2011;SC;VARGEM BONITA;90;8;71;191;140
2011;SC;XANXERE;157;2;127;332;266
2011;SC;XAXIM;122;2;83;211;187
2011;SE;AMPARO DE SAO FRANCISCO;1;0;0;2;2
2011;SE;ARACAJU;102;3;55;228;201
2011;SE;AREIA BRANCA;41;3;25;76;64
2011;SE;CAPELA;49;12;64;152;84
2011;SE;CARIRA;7;1;8;16;12
2011;SE;CARMOPOLIS;17;0;16;49;33
2011;SE;CEDRO DE SAO JOAO;19;3;6;37;29
2011;SE;CRISTINAPOLIS;48;5;50;109;74
2011;SE;ESTANCIA;181;6;80;404;345
2011;SE;FREI PAULO;11;2;12;24;17
2011;SE;ITABAIANA;149;16;122;310;258
2011;SE;ITAPORANGA DAJUDA;106;5;49;266;222
2011;SE;JAPARATUBA;24;1;22;66;46
2011;SE;LARANJEIRAS;100;2;24;212;192
2011;SE;MALHADA DOS BOIS;12;0;3;22;21
2011;SE;MARUIM;91;4;40;216;188
2011;SE;MURIBECA;20;1;13;50;33
2011;SE;NOSSA SENHORA DE LOURDES;1;0;1;1;1
2011;SE;NOSSA SENHORA DO SOCORRO;379;10;222;773;667
2011;SE;PROPRIA;23;1;16;60;43
2011;SE;ROSARIO DO CATETE;48;6;18;115;94
2011;SE;SANTA LUZIA DO ITANHY;40;8;27;92;62
2011;SE;SAO CRISTOVAO;129;5;72;299;250
2011;SE;SAO FRANCISCO;14;1;10;26;21
2011;SE;TOMAR DO GERU;1;1;0;2;1
2011;SE;UMBAUBA;30;2;15;60;54
2011;SP;APARECIDA;234;4;114;441;392
2011;SP;ARUJA;149;3;48;289;271
2011;SP;ATIBAIA;468;18;252;939;805
2011;SP;BADY BASSITT;67;4;36;131;116
2011;SP;BARRA DO TURVO;1138;15;332;1576;1351
2011;SP;BRAGANCA PAULISTA;155;7;84;300;247
2011;SP;CACAPAVA;294;8;121;648;580
2011;SP;CACHOEIRA PAULISTA;100;3;46;205;172
2011;SP;CAJATI;762;11;216;1118;945
2011;SP;CAMPOS NOVOS PAULISTA;8;1;1;16;15
2011;SP;CANAS;47;2;10;86;79
2011;SP;CRUZEIRO;56;0;28;103;83
2011;SP;EMBU;297;17;119;636;570
2011;SP;GETULINA;30;0;23;52;43
2011;SP;GUAICARA;44;6;39;93;72
2011;SP;GUAIMBE;16;3;13;29;22
2011;SP;GUARAREMA;83;5;25;159;138
2011;SP;GUARATINGUETA;238;8;114;524;449
2011;SP;GUARULHOS;1861;43;812;4157;3833
2011;SP;ICEM;40;2;15;82;71
2011;SP;ITAPECERICA DA SERRA;249;12;94;477;424
2011;SP;JACAREI;402;5;78;810;777
2011;SP;JACI;31;2;12;57;53
2011;SP;JACUPIRANGA;111;3;60;204;174
2011;SP;JOSE BONIFACIO;76;2;57;150;123
2011;SP;JUQUIA;177;9;88;317;261
2011;SP;JUQUITIBA;284;16;121;521;443
2011;SP;LAVRINHAS;101;3;20;157;139
2011;SP;LINS;39;0;18;75;67
2011;SP;LORENA;190;8;137;387;316
2011;SP;MAIRIPORA;485;5;134;917;848
2011;SP;MARILIA;112;2;53;190;171
2011;SP;MIRACATU;678;27;288;1374;1169
2011;SP;MIRASSOL;14;0;6;29;26
2011;SP;NOVA GRANADA;102;9;54;201;176
2011;SP;OCAUCU;45;0;22;84;71
2011;SP;ONDA VERDE;42;0;20;66;59
2011;SP;OURINHOS;25;0;19;51;38
2011;SP;PARIQUERA-ACU;67;3;37;103;86
2011;SP;PINDAMONHANGABA;290;12;109;593;534
2011;SP;PIQUETE;64;0;41;104;87
2011;SP;PROMISSAO;43;5;34;90;70
2011;SP;QUELUZ;96;5;31;166;140
2011;SP;REGISTRO;286;4;168;526;438
2011;SP;RIBEIRAO DO SUL;4;1;2;7;5
2011;SP;RIO DAS PEDRAS;1;0;0;1;1
2011;SP;ROSEIRA;44;0;31;92;73
2011;SP;SALTO GRANDE;13;0;16;28;19
2011;SP;SANTA ISABEL;199;3;43;363;343
2011;SP;SAO JOSE DO RIO PRETO;530;13;320;1193;1034
2011;SP;SAO JOSE DOS CAMPOS;1086;11;317;2512;2381
2011;SP;SAO LOURENCO DA SERRA;152;8;52;277;246
2011;SP;SAO PAULO;690;27;274;1362;1224
2011;SP;SAO PEDRO DO TURVO;8;0;10;16;9
2011;SP;SILVEIRAS;36;3;16;61;50
2011;SP;TABOAO DA SERRA;348;11;185;814;721
2011;SP;TAUBATE;402;15;176;910;831
2011;SP;UBARANA;26;4;20;53;44
2011;SP;UBATUBA;184;8;215;460;321
2011;SP;VARGEM;146;2;28;271;249
2011;TO;AGUIARNOPOLIS;31;2;14;74;59
2011;TO;ALIANCA DO TOCANTINS;33;7;34;88;54
2011;TO;ALVORADA;36;3;37;82;53
2011;TO;ARAGUAINA;194;13;149;403;310
2011;TO;BARROLANDIA;28;8;73;130;50
2011;TO;BRASILANDIA DO TOCANTINS;19;1;10;32;31
2011;TO;CARIRI DO TOCANTINS;44;2;31;96;71
2011;TO;COLINAS DO TOCANTINS;45;8;33;92;73
2011;TO;CRIXAS DO TOCANTINS;11;4;9;28;21
2011;TO;DARCINOPOLIS;18;4;12;44;28
2011;TO;DUERE;3;4;2;9;7
2011;TO;FATIMA;4;0;4;10;7
2011;TO;FIGUEIROPOLIS;20;1;8;58;38
2011;TO;FORMOSO DO ARAGUAIA;10;0;11;17;15
2011;TO;FORTALEZA DO TABOCAO;31;7;17;71;51
2011;TO;GUARAI;49;2;32;104;80
2011;TO;GURUPI;101;5;71;210;155
2011;TO;LUZINOPOLIS;2;1;1;3;3
2011;TO;MIRACEMA DO TOCANTINS;11;4;10;28;18
2011;TO;MIRANORTE;33;6;24;78;58
2011;TO;NAZARE;3;0;3;4;3
2011;TO;NOVA OLINDA;47;8;39;101;74
2011;TO;NOVA ROSALANDIA;15;0;13;28;18
2011;TO;OLIVEIRA DE FATIMA;5;1;6;12;7
2011;TO;PALMEIRAS DO TOCANTINS;24;3;23;76;45
2011;TO;PARAISO DO TOCANTINS;58;8;51;143;99
2011;TO;PEIXE;21;5;29;46;22
2011;TO;PIRAQUE;2;0;4;4;3
2011;TO;PRESIDENTE KENNEDY;9;1;19;30;15
2011;TO;PUGMIL;23;3;16;58;39
2011;TO;RIO DOS BOIS;45;6;33;96;74
2011;TO;SANTA RITA DO TOCANTINS;17;3;25;47;30
2011;TO;SAO BENTO DO TOCANTINS;1;0;1;1;1
2011;TO;TALISMA;14;1;8;30;21
2011;TO;WANDERLANDIA;77;7;50;182;111
2011;TO;XAMBIOA;6;1;4;9;7
2012;(null);GUARANTA DO NORTE;1;0;0;2;2
2012;(null);SAO JOAO DE MERITI;1;0;1;1;1
2012;(null);TABOAO DA SERRA;1;2;0;3;2
2012;(null);VALPARAISO DE GOIAS;1;0;1;2;1
2012;AC;ACRELANDIA;10;0;5;22;14
2012;AC;BRASILEIA;2;0;3;8;3
2012;AC;BUJARI;24;6;64;126;42
2012;AC;CAPIXABA;10;3;17;26;12
2012;AC;EPITACIOLANDIA;4;0;6;13;4
2012;AC;MANOEL URBANO;8;2;16;32;13
2012;AC;PLACIDO DE CASTRO;14;0;6;24;22
2012;AC;PORTO ACRE;6;0;13;21;9
2012;AC;RIO BRANCO;372;6;315;899;681
2012;AC;SENA MADUREIRA;15;0;14;31;17
2012;AC;SENADOR GUIOMARD;32;4;35;88;50
2012;AC;XAPURI;6;0;7;12;7
2012;AL;AGUA BRANCA;18;3;18;43;23
2012;AL;ATALAIA;72;8;52;160;116
2012;AL;BELEM;13;4;7;24;15
2012;AL;BRANQUINHA;19;12;31;55;27
2012;AL;CACIMBINHAS;15;3;11;36;26
2012;AL;CAMPO ALEGRE;9;2;5;29;21
2012;AL;CANAPI;14;3;9;24;17
2012;AL;COLONIA LEOPOLDINA;4;1;6;12;7
2012;AL;DELMIRO GOUVEIA;20;3;21;54;32
2012;AL;DOIS RIACHOS;10;3;27;44;17
2012;AL;ESTRELA DE ALAGOAS;9;3;1;17;15
2012;AL;FLEXEIRAS;67;9;49;121;90
2012;AL;IBATEGUARA;5;2;7;13;7
2012;AL;IGACI;2;0;5;7;3
2012;AL;IGREJA NOVA;1;0;0;2;2
2012;AL;INHAPI;16;2;19;41;24
2012;AL;JACUIPE;1;0;1;2;2
2012;AL;JEQUIA DA PRAIA;25;0;15;55;45
2012;AL;JOAQUIM GOMES;46;2;42;96;71
2012;AL;JUNQUEIRO;61;10;38;142;109
2012;AL;MACEIO;837;20;518;1980;1741
2012;AL;MARAVILHA;5;1;6;11;5
2012;AL;MARECHAL DEODORO;5;0;1;7;7
2012;AL;MARIBONDO;16;1;15;43;29
2012;AL;MESSIAS;48;11;82;150;88
2012;AL;MINADOR DO NEGRAO;3;0;0;4;3
2012;AL;MURICI;34;3;43;85;56
2012;AL;NOVO LINO;38;6;27;78;58
2012;AL;OURO BRANCO;15;3;19;47;24
2012;AL;PALMEIRA DOS INDIOS;51;4;43;120;86
2012;AL;PARICONHA;3;2;2;9;5
2012;AL;PILAR;157;15;90;307;247
2012;AL;PINDOBA;1;0;0;1;1
2012;AL;POCO DAS TRINCHEIRAS;6;1;3;14;8
2012;AL;PORTO REAL DO COLEGIO;62;12;42;164;128
2012;AL;QUEBRANGULO;1;0;2;3;2
2012;AL;RIO LARGO;100;10;89;244;183
2012;AL;SANTA LUZIA DO NORTE;1;0;1;2;2
2012;AL;SANTANA DO IPANEMA;31;3;27;79;52
2012;AL;SAO JOSE DA LAJE;30;1;22;73;48
2012;AL;SAO MIGUEL DOS CAMPOS;101;5;57;203;166
2012;AL;SAO SEBASTIAO;42;4;19;95;77
2012;AL;SATUBA;87;9;59;200;162
2012;AL;TANQUE DARCA;7;1;2;10;9
2012;AL;TEOTONIO VILELA;33;6;18;76;56
2012;AL;UNIAO DOS PALMARES;54;3;72;122;84
2012;AM;CANUTAMA;8;1;10;16;9
2012;AM;CAREIRO;9;2;4;15;11
2012;AM;CAREIRO DA VARZEA;4;3;5;14;6
2012;AM;HUMAITA;6;1;9;13;7
2012;AM;MANAUS;128;3;92;429;210
2012;AM;MANICORE;1;0;0;2;1
2012;AM;PRESIDENTE FIGUEIREDO;62;9;95;170;88
2012;AP;CALCOENE;2;0;4;6;2
2012;AP;FERREIRA GOMES;7;1;13;25;9
2012;AP;LARANJAL DO JARI;2;0;1;2;2
2012;AP;MACAPA;178;4;168;470;310
2012;AP;MAZAGAO;11;2;16;34;15
2012;AP;OIAPOQUE;3;0;1;6;4
2012;AP;PEDRA BRANCA DO AMAPARI;4;1;2;6;4
2012;AP;PORTO GRANDE;28;4;39;72;42
2012;AP;SANTANA;3;0;2;12;6
2012;AP;TARTARUGALZINHO;3;0;3;6;3
2012;BA;ABARE;22;3;20;49;31
2012;BA;ALAGOINHAS;174;18;120;345;276
2012;BA;AMELIA RODRIGUES;244;4;87;470;416
2012;BA;ANDARAI;1;0;0;2;2
2012;BA;ANTAS;16;5;13;32;23
2012;BA;ANTONIO CARDOSO;89;7;56;227;181
2012;BA;ARACI;22;6;12;45;35
2012;BA;ARATACA;117;8;53;195;147
2012;BA;AURELINO LEAL;59;4;38;136;83
2012;BA;BARRA DO ROCHA;9;1;2;14;10
2012;BA;BARREIRAS;204;38;215;618;320
2012;BA;BOA NOVA;37;3;21;82;66
2012;BA;BOA VISTA DO TUPIM;2;0;3;9;7
2012;BA;BREJOES;40;6;9;82;69
2012;BA;BUERAREMA;25;3;22;56;38
2012;BA;CACHOEIRA;20;2;11;40;33
2012;BA;CAEM;3;0;1;7;4
2012;BA;CALDEIRAO GRANDE;5;1;3;9;7
2012;BA;CAMACAN;94;6;48;181;121
2012;BA;CAMACARI;1;0;0;1;1
2012;BA;CANDEAL;4;0;9;12;7
2012;BA;CANDEIAS;230;13;131;505;387
2012;BA;CANDIDO SALES;46;4;30;106;79
2012;BA;CANUDOS;26;7;11;49;38
2012;BA;CAPIM GROSSO;55;6;45;131;82
2012;BA;CARAVELAS;47;1;28;97;75
2012;BA;CASTRO ALVES;1;0;0;2;2
2012;BA;CATOLANDIA;1;0;0;1;1
2012;BA;CATU;100;7;60;205;177
2012;BA;CHORROCHO;17;4;21;82;24
2012;BA;CICERO DANTAS;24;3;21;69;32
2012;BA;CIPO;7;2;3;18;11
2012;BA;CONCEICAO DA FEIRA;30;3;19;70;59
2012;BA;CONCEICAO DO ALMEIDA;49;12;27;106;90
2012;BA;CONCEICAO DO JACUIPE;75;6;37;144;129
2012;BA;CORACAO DE MARIA;2;0;0;3;3
2012;BA;CORONEL JOAO SA;2;0;2;3;2
2012;BA;CORRENTINA;13;11;12;46;24
2012;BA;CRISOPOLIS;2;1;2;5;5
2012;BA;CRISTOPOLIS;29;2;24;82;45
2012;BA;CRUZ DAS ALMAS;44;3;34;111;85
2012;BA;DOM MACEDO COSTA;1;0;1;3;3
2012;BA;ENCRUZILHADA;59;5;27;124;105
2012;BA;ENTRE RIOS;58;1;47;116;96
2012;BA;ESPLANADA;45;5;33;86;69
2012;BA;EUCLIDES DA CUNHA;27;4;9;51;38
2012;BA;EUNAPOLIS;324;11;180;749;574
2012;BA;FEIRA DE SANTANA;1482;57;661;3232;2872
2012;BA;FILADELFIA;13;1;11;34;23
2012;BA;FORMOSA DO RIO PRETO;17;7;11;33;23
2012;BA;GANDU;50;4;24;106;84
2012;BA;GAVIAO;11;4;10;22;16
2012;BA;GOVERNADOR MANGABEIRA;46;5;43;108;87
2012;BA;IBIQUERA;8;1;6;13;10
2012;BA;IBIRAPITANGA;58;6;33;85;71
2012;BA;IBIRAPUA;7;0;0;15;15
2012;BA;IBITIARA;30;3;12;67;39
2012;BA;IBOTIRAMA;6;4;3;13;9
2012;BA;ILHEUS;1;0;1;1;1
2012;BA;INHAMBUPE;22;4;21;42;30
2012;BA;IPIAU;11;1;11;25;14
2012;BA;IRAJUBA;40;19;24;89;60
2012;BA;ITABELA;103;16;69;218;159
2012;BA;ITABERABA;69;0;52;138;88
2012;BA;ITABUNA;124;1;85;288;206
2012;BA;ITAGIMIRIM;32;6;23;72;48
2012;BA;ITAJUIPE;39;3;23;86;55
2012;BA;ITAMARAJU;169;11;340;605;268
2012;BA;ITAPEBI;62;3;36;137;88
2012;BA;ITATIM;34;3;19;71;54
2012;BA;JAGUAQUARA;115;10;54;244;184
2012;BA;JAGUARARI;35;3;27;81;52
2012;BA;JEQUIE;265;31;168;591;414
2012;BA;JEREMOABO;38;6;18;63;46
2012;BA;JIQUIRICA;1;0;1;2;2
2012;BA;JITAUNA;10;2;13;24;16
2012;BA;JUAZEIRO;143;7;81;333;288
2012;BA;LAFAIETE COUTINHO;1;0;0;1;1
2012;BA;LAJE;32;4;24;71;57
